,unit_name,date,unit_work,unit_parks,unit_retail,unit_grocery,unit_transit,unit_residential,subunit_name,subunit_work,subunit_parks,subunit_retail,subunit_grocery,subunit_transit,subunit_residential
1470,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Holmes County,-0.24,,-0.26,-0.18,,
1471,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Huron County,-0.36,,-0.41,-0.16,,0.19
1472,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Jackson County,-0.22,,-0.22,,-0.22,
1473,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Jefferson County,-0.27,,-0.26,-0.18,-0.15,0.15
1474,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Knox County,-0.33,,-0.28,-0.15,,0.2
1475,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Lake County,-0.32,,-0.47,-0.22,-0.43,0.1
1476,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Lawrence County,-0.25,,-0.26,-0.14,,0.16
1477,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Licking County,-0.32,0.39,-0.35,-0.18,-0.24,
1478,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Logan County,-0.41,,-0.32,,,0.26
1479,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Lorain County,-0.35,,-0.42,-0.15,-0.6,0.1
1480,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Lucas County,-0.35,0.78,-0.52,-0.25,-0.21,0.1
1481,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Madison County,-0.38,,-0.28,-0.12,-0.16,0.22
1482,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Mahoning County,-0.36,-0.25,-0.42,-0.17,-0.24,
1483,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Marion County,-0.35,,-0.39,-0.19,,0.19
1484,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Medina County,-0.37,,-0.45,-0.19,-0.26,0.11
1485,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Meigs County,-0.24,,-0.31,,,
1486,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Mercer County,-0.3,,-0.44,-0.16,,0.24
1487,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Miami County,-0.32,,-0.39,-0.2,,0.1
1488,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Monroe County,-0.38,,-0.46,-0.17,,
1489,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Montgomery County,-0.36,,-0.44,-0.16,-0.32,0.1
1490,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Morgan County,-0.39,,-0.42,,,
1491,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Morrow County,-0.29,,-0.36,-0.13,-0.35,0.2
1492,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Muskingum County,-0.26,,-0.37,-0.22,-0.22,
1493,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Noble County,-0.33,,-0.55,-0.15,-0.24,
1494,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Ottawa County,-0.27,,-0.3,,,0.21
1495,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Paulding County,-0.26,,-0.51,,,
1496,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Perry County,-0.2,,-0.1,,,0.1
1497,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Pickaway County,-0.28,,-0.27,-0.12,,0.2
1498,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Pike County,-0.32,,-0.31,-0.15,,
1499,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Portage County,-0.35,0.26,-0.41,-0.14,-0.43,0.1
1500,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Preble County,-0.32,,-0.3,-0.22,-0.18,0.22
1501,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Putnam County,-0.34,,-0.41,,,0.16
1502,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Richland County,-0.33,,-0.5,-0.23,-0.25,
1503,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Ross County,-0.28,-0.28,-0.37,-0.1,,0.17
1504,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Sandusky County,-0.3,,-0.43,-0.16,-0.47,0.22
1505,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Scioto County,-0.2,,-0.29,-0.18,,0.15
1506,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Seneca County,-0.37,,-0.35,-0.19,,0.23
1507,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Shelby County,-0.31,,-0.27,-0.29,-0.22,0.23
1508,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Stark County,-0.32,,-0.4,-0.18,0.1,
1509,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Summit County,-0.36,,-0.42,-0.17,-0.24,0.1
1510,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Trumbull County,-0.3,0.8,-0.36,,-0.12,
1511,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Tuscarawas County,-0.31,,-0.31,-0.12,,
1512,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Union County,-0.35,,-0.46,-0.22,,0.3
1513,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Van Wert County,-0.27,,-0.39,-0.25,,0.19
1514,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Vinton County,-0.35,,-0.56,,,
1515,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Warren County,-0.4,0.23,-0.47,-0.17,-0.21,0.11
1516,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Washington County,-0.34,,-0.41,-0.18,,0.19
1517,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Wayne County,-0.32,,-0.43,-0.18,-0.33,0.1
1518,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Williams County,-0.38,,-0.38,-0.2,-0.42,0.23
1519,Ohio,2020-03-29,-0.35,,-0.43,-0.19,-0.33,0.1,Wood County,-0.36,,-0.51,-0.37,-0.23,0.11
1520,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Adair County,-0.23,,,,,
1521,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Atoka County,-0.27,,-0.19,-0.19,-0.26,
1522,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Beckham County,-0.13,,-0.2,,-0.1,
1523,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Blaine County,-0.23,,-0.12,,,
1524,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Bryan County,-0.34,,-0.3,-0.25,-0.21,0.15
1525,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Caddo County,-0.35,,-0.17,,-0.1,
1526,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Canadian County,-0.37,0.85,-0.33,-0.2,,0.1
1527,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Carter County,-0.29,,-0.27,,-0.16,0.14
1528,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Cherokee County,-0.33,-0.38,-0.26,,,0.17
1529,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Choctaw County,-0.21,,-0.22,,,
1530,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Cleveland County,-0.39,0.26,-0.46,-0.22,,0.11
1531,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Coal County,-0.28,,,,,
1532,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Comanche County,-0.38,0.66,-0.38,,,
1533,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Cotton County,-0.33,,,-0.23,-0.43,
1534,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Craig County,-0.24,,-0.14,-0.21,,
1535,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Creek County,-0.31,-0.18,-0.22,,,0.1
1536,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Custer County,-0.28,,-0.32,,,
1537,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Delaware County,-0.2,,-0.16,0.2,-0.13,0.12
1538,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Garfield County,-0.23,-0.36,-0.38,-0.19,-0.2,0.13
1539,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Garvin County,-0.19,-0.27,-0.18,,-0.16,
1540,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Grady County,-0.37,,-0.37,,,0.16
1541,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Greer County,-0.38,,,,,
1542,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Haskell County,-0.3,,-0.17,0.14,,
1543,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Hughes County,-0.29,,-0.19,,,
1544,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Jackson County,-0.25,,-0.29,,,
1545,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Jefferson County,-0.41,,,,,
1546,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Johnston County,-0.26,,-0.47,,,
1547,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Kay County,-0.32,,-0.22,0.11,-0.25,0.13
1548,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Kingfisher County,-0.33,,,,,
1549,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Kiowa County,-0.2,,-0.15,,,
1550,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Latimer County,-0.32,,-0.19,-0.1,,
1551,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Le Flore County,-0.23,,-0.18,,,0.1
1552,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Lincoln County,-0.31,,-0.29,,,0.12
1553,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Logan County,-0.26,,-0.18,,-0.16,0.17
1554,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Love County,-0.44,,-0.37,,,
1555,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Major County,-0.24,,,,,
1556,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Marshall County,-0.27,,-0.13,,,
1557,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Mayes County,-0.25,,-0.22,,-0.17,0.14
1558,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,McClain County,-0.38,,-0.3,-0.13,-0.42,0.17
1559,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,McCurtain County,-0.18,-0.11,-0.23,,-0.18,
1560,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,McIntosh County,-0.22,,-0.15,0.25,,
1561,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Murray County,-0.3,-0.22,-0.16,,,
1562,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Muskogee County,-0.24,,-0.3,-0.1,,0.14
1563,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Noble County,-0.33,,-0.42,,-0.5,
1564,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Nowata County,-0.29,,,,-0.62,
1565,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Okfuskee County,-0.31,,-0.32,,-0.2,
1566,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Oklahoma County,-0.35,0.24,-0.43,-0.16,-0.37,0.1
1567,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Okmulgee County,-0.25,,-0.21,,-0.17,0.13
1568,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Osage County,-0.39,-0.38,-0.25,,,0.15
1569,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Ottawa County,-0.35,,-0.21,,,
1570,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Pawnee County,-0.28,,-0.29,-0.25,,
1571,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Payne County,-0.41,0.22,-0.44,-0.19,,0.18
1572,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Pittsburg County,-0.24,,-0.4,,-0.42,0.12
1573,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Pontotoc County,-0.34,,-0.31,-0.15,,0.16
1574,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Pottawatomie County,-0.35,-0.35,-0.36,,,0.11
1575,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Pushmataha County,-0.17,,-0.18,,,
1576,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Rogers County,-0.32,-0.1,-0.29,,,0.11
1577,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Seminole County,-0.22,,-0.22,,-0.3,
1578,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Sequoyah County,-0.32,,-0.26,0.11,-0.11,0.14
1579,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Stephens County,-0.29,,-0.35,-0.12,,0.13
1580,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Texas County,-0.24,,-0.3,,-0.13,
1581,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Tillman County,-0.3,,-0.12,,,
1582,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Tulsa County,-0.36,-0.22,-0.42,-0.18,-0.22,0.1
1583,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Wagoner County,-0.35,,-0.21,,,0.1
1584,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Washington County,-0.26,,-0.3,,,0.15
1585,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Washita County,-0.28,,,-0.17,,
1586,Oklahoma,2020-03-29,-0.32,0.29,-0.36,-0.12,-0.23,,Woods County,-0.38,0.24,-0.12,,,
1587,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Adams County,-0.41,,-0.58,-0.29,,0.16
1588,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Allegheny County,-0.41,0.83,-0.51,-0.21,-0.56,0.11
1589,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Armstrong County,-0.26,,-0.27,-0.17,,0.18
1590,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Beaver County,-0.37,-0.59,-0.42,-0.2,-0.44,0.1
1591,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Bedford County,-0.26,,-0.41,,-0.77,0.17
1592,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Berks County,-0.37,-0.21,-0.53,-0.32,-0.24,0.13
1593,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Blair County,-0.31,-0.36,-0.5,-0.16,-0.25,
1594,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Bradford County,-0.19,,-0.37,-0.14,,0.17
1595,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Bucks County,-0.4,,-0.52,-0.36,-0.51,0.14
1596,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Butler County,-0.4,,-0.49,-0.51,-0.14,0.11
1597,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Cambria County,-0.28,,-0.38,-0.14,,
1598,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Carbon County,-0.35,-0.31,-0.47,,,0.19
1599,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Centre County,-0.54,-0.24,-0.71,-0.45,-0.44,0.16
1600,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Chester County,-0.41,-0.44,-0.54,-0.38,-0.72,0.14
1601,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Clarion County,-0.27,,-0.43,-0.18,,0.1
1602,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Clearfield County,-0.23,-0.34,-0.33,-0.18,-0.21,0.13
1603,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Clinton County,-0.2,,-0.34,-0.12,-0.29,0.18
1604,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Columbia County,-0.28,,-0.44,-0.2,-0.26,0.2
1605,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Crawford County,-0.31,,-0.33,,,0.18
1606,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Cumberland County,-0.37,-0.15,-0.53,-0.25,-0.25,0.13
1607,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Dauphin County,-0.35,-0.18,-0.55,-0.32,-0.57,0.12
1608,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Delaware County,-0.4,0.13,-0.5,-0.28,-0.43,0.14
1609,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Elk County,-0.33,,-0.26,-0.18,,
1610,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Erie County,-0.32,,-0.45,-0.13,-0.3,
1611,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Fayette County,-0.31,-0.34,-0.35,,,
1612,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Franklin County,-0.3,-0.4,-0.41,-0.19,-0.21,0.1
1613,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Fulton County,-0.33,,-0.59,-0.27,-0.7,
1614,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Greene County,-0.24,,-0.31,,,
1615,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Huntingdon County,-0.26,,-0.34,,,0.16
1616,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Indiana County,-0.33,,-0.37,-0.19,,0.19
1617,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Jefferson County,-0.2,,-0.32,,-0.14,0.17
1618,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Juniata County,-0.4,,-0.7,-0.31,,
1619,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Lackawanna County,-0.34,,-0.56,-0.28,-0.45,0.12
1620,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Lancaster County,-0.39,-0.11,-0.59,-0.38,-0.67,0.14
1621,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Lawrence County,-0.29,-0.5,-0.28,-0.16,,0.18
1622,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Lebanon County,-0.32,-0.42,-0.43,-0.23,-0.28,0.12
1623,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Lehigh County,-0.37,-0.28,-0.58,-0.32,-0.49,0.13
1624,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Luzerne County,-0.32,,-0.54,-0.25,-0.3,0.12
1625,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Lycoming County,-0.32,-0.44,-0.49,-0.21,-0.44,0.1
1626,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,McKean County,-0.26,,-0.32,-0.11,,0.17
1627,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Mercer County,-0.3,,-0.44,-0.34,,
1628,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Mifflin County,-0.24,,-0.35,-0.12,,0.18
1629,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Monroe County,-0.45,-0.49,-0.59,-0.34,-0.74,0.13
1630,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Montgomery County,-0.44,,-0.58,-0.36,-0.54,0.15
1631,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Montour County,-0.13,,-0.63,-0.31,,
1632,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Northampton County,-0.39,,-0.56,-0.32,-0.61,0.14
1633,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Northumberland County,-0.22,,-0.42,-0.11,-0.25,
1634,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Perry County,-0.25,,-0.38,-0.13,,0.21
1635,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Philadelphia County,-0.42,-0.47,-0.57,-0.27,-0.57,0.14
1636,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Pike County,-0.39,,-0.48,-0.16,,0.22
1637,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Potter County,-0.28,,-0.52,,,
1638,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Schuylkill County,-0.28,-0.43,-0.39,-0.16,,0.1
1639,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Snyder County,-0.33,,-0.55,-0.28,,0.12
1640,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Somerset County,-0.26,-0.2,-0.36,-0.14,-0.55,0.19
1641,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Sullivan County,-0.42,,,,,
1642,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Susquehanna County,-0.3,,-0.42,-0.17,-0.25,0.15
1643,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Tioga County,-0.27,,-0.45,-0.15,,0.16
1644,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Union County,-0.35,,-0.55,-0.3,,0.14
1645,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Venango County,-0.28,,-0.25,-0.15,-0.7,0.16
1646,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Warren County,-0.27,-0.38,-0.28,,,0.17
1647,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Washington County,-0.35,0.45,-0.45,-0.17,-0.16,0.1
1648,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Wayne County,-0.41,,-0.49,-0.19,,0.17
1649,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Westmoreland County,-0.35,,-0.44,-0.28,-0.36,0.1
1650,Pennsylvania,2020-03-29,-0.38,,-0.5,-0.27,-0.52,0.12,Wyoming County,-0.35,,-0.36,,,
1651,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Beadle County,-0.26,,-0.35,-0.22,,
1652,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Bon Homme County,-0.27,,,,,
1653,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Brookings County,-0.3,,-0.44,-0.21,,0.21
1654,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Brown County,-0.23,,-0.3,-0.1,,0.17
1655,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Brule County,-0.32,0.8,,,,
1656,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Butte County,-0.17,,,,,
1657,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Charles Mix County,-0.18,0.8,,,,
1658,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Clay County,-0.28,,-0.32,,,
1659,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Codington County,-0.24,,-0.35,-0.14,-0.29,0.15
1660,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Custer County,-0.23,,,,,
1661,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Davison County,-0.19,,-0.36,,,
1662,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Dewey County,-0.42,,,,,
1663,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Fall River County,-0.23,,-0.35,-0.12,,
1664,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Grant County,-0.21,0.8,,,,
1665,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Hamlin County,-0.32,,,,,
1666,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Hughes County,-0.16,,-0.2,,,
1667,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Hutchinson County,-0.17,,,,,
1668,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Kingsbury County,-0.27,,,,,
1669,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Lake County,-0.27,,-0.13,-0.13,,
1670,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Lawrence County,-0.46,-0.41,-0.42,-0.14,,
1671,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Lincoln County,-0.24,,-0.13,0.13,,0.22
1672,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,McCook County,-0.24,,,,,
1673,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Meade County,-0.32,,-0.38,-0.1,,0.12
1674,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Minnehaha County,-0.23,,-0.38,,-0.41,
1675,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Moody County,-0.27,,,,,
1676,South Dakota,2020-03-29,-0.25,,-0.35,,-0.31,,Pennington County,-0.3,0.9,-0.42,,-0.24,
